HOSTID,HOSTNAME,DOMAINNAME,FQDN,FQDNDYNAMIC,DESCRIPTION,HOSTTYPE,MANAGEDBY,CPU,MEM,SCOMOS,VIRTUALOS,MANUALOS,VERSION,ARCH,DTAP,CONTRACT,CUSTOMER,STATE,CIMAPPING,HWHOST,HWSERIAL,LOCATION,PATCHINGTOOL,BACKUPTOOL,MONITORINGTOOL,ANTIVIRUSTOOL,INSCCM,HIROAUTOMATIONENABLED,CREATIONDATE
"31188","AIRSBEDC0009","group.atlascopco.com","AIRSBEDC0009.group.atlascopco.com","AIRSBEDC0009.group.atlascopco.com","AD DC - Group domain","Vmachine with HW Failover","AHS","2","12288","Microsoft Windows Server 2016 Standard","Microsoft Windows Server 2016 (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp502.acomgt.local","V62CK5216001","Atos - DC Huizingen","SCCM","Avamar","SCOM","McAfee","True","True","24/10/2018 08:01:44"
"32032","AIRSBEDC0010","atlascopco.group","AIRSBEDC0010.atlascopco.group","AIRSBEDC0010.atlascopco.group","DC for NGAD","Vmachine with HW Failover","AHS","8","21504","Microsoft Windows Server 2016 Standard","Microsoft Windows Server 2016 or later (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","airsbevm0072.emea.group.atlascopco.com","J3137E2","Atlas Copco - Wilrijk","SCCM","Backup exception: Domain Controller – No backup required","SCOM","McAfee","True","True","17/04/2019 09:59:10"
"1479","AIRSBEDCP10001","AIRDMZ.atlas-copco.com","AIRSBEDCP10001.AIRDMZ.atlas-copco.com","AIRSBEDCP10001.AIRDMZ.atlas-copco.com","AIRDMZ  AD Domain Controller + SCOM Gateway","Vmachine with HW Failover","AHS","1","2048","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP1","x64","P","Atlas Speed","Atlas Copco","Up","1","atobeph692.atos.vi.lan","XAN-S18-02817 / Slave XAN-LX7-02820","Atos - DC Huizingen","SCCM","Networker","SCOM","MS Defender – ATP – Atos Managed","True","True","01/12/2017 00:00:00"
"1480","AIRSBEDCP10002","AIRDMZ.atlas-copco.com","AIRSBEDCP10002.AIRDMZ.atlas-copco.com","AIRSBEDCP10002.AIRDMZ.atlas-copco.com","AIRDMZ AD Domain Controller + SCOM Gateway","Vmachine with HW Failover","AHS","1","2048","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP1","x64","P","Atlas Speed","Atlas Copco","Up","1","atobeph520.atos.vi.lan","XAN-S18-02817 / Master XAN-LX7-02817","Atos - DC Huizingen","SCCM","Networker","SCOM","MS Defender – ATP – Atos Managed","True","True","01/12/2017 00:00:00"
"23655","AIRSBEDCP10005","dmz.atlascopco-external.com","AIRSBEDCP10005.dmz.atlascopco-external.com","","GAD - Domain Controller DMZ","Vmachine with HW Failover","AHS","1","2048","","","Windows 2003 Enterprise","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atos - Wilrijk","SCCM","CommVault","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:13:11"
"23656","AIRSBEDCP10006","atlascopco-external.com","AIRSBEDCP10006.atlascopco-external.com","","GAD - ATLASCOPCO-EXT DOMAIN Controller","Vmachine with HW Failover","AHS","1","2048","","","Windows 2003 Enterprise","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:13:11"
"23658","AIRSBEDCP10007","dmz.atlascopco-external.com","AIRSBEDCP10007.dmz.atlascopco-external.com","","GAD - DMZ AD Server","Vmachine with HW Failover","AHS","1","2048","","","Windows 2003 Enterprise","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atos - Wilrijk","SCCM","CommVault","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:13:12"
"1481","AIRSBEDCS10001","AIRDMZstg.atlas-copco.com","AIRSBEDCS10001.AIRDMZstg.atlas-copco.com","","AIRDMZSTG AD Domain Controller + SCOM Gateway","Vmachine with HW Failover","AHS","1","2048","","","Windows 2008 R2 Standard","SP1","x64","S","Atlas Speed","Atlas Copco","Disposed","2","","","Atos - DC Huizingen","Patching Exception: decom planned","Networker","Monitoring Exception: decom planned","Antivirus Exception: decom planned","True","True","01/12/2017 00:00:00"
"1525","AIRSBEDCS10002","AIRDMZstg.atlas-copco.com","AIRSBEDCS10002.AIRDMZstg.atlas-copco.com",""," AIRDMZstg DOMAIN CONTROLLER + SCOM Gateway","Vmachine with HW Failover","AHS","1","2048","","","Windows 2008 R2 Standard","SP2","x86","S","Atlas Speed","Atlas Copco","Disposed","3","","","Atos - DC Huizingen","Patching Exception: decom planned","Backup exception: decom planned","Monitoring Exception: decom planned","Antivirus Exception: decom planned","True","True","01/12/2017 00:00:00"
"24442","AIRSBEFS0001","","AIRSBEFS0001","","FILESERVER - CLUSTER AIRPF001-AIRPF002","Hardware Machine","AHS","8","3072","","","Windows 2003 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","AIRSBEFS0001","CZJ802025U","Atlas Copco - Wilrijk","","","","","","False","30/10/2017 10:52:08"
"24441","AIRSBEFS0002","","AIRSBEFS0002","","FILESERVER - CLUSTER AIRPF001-AIRPF002","Hardware Machine","AHS","8","3072","","","Windows 2003 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","AIRSBEFS0002","CZJ810023N","Atlas Copco - Wilrijk","","","","","","False","30/10/2017 10:52:07"
"32909","AIRSBEFS0010","atlascopco.group","AIRSBEFS0010.atlascopco.group","AIRSBEFS0010.atlascopco.group","EPLAN shared files","Vmachine with HW Failover","AHS","2","4096","Microsoft Windows Server 2016 Standard","Microsoft Windows Server 2016 or later (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","airsbevm0070.emea.group.atlascopco.com","J3137E1","Atlas Copco - Wilrijk","SCCM","Networker","SCOM","MS Defender – ATP – Atos Managed","True","True","19/09/2019 16:01:23"
"24751","AIRSBEFS0024","emea.group.atlascopco.com","AIRSBEFS0024.emea.group.atlascopco.com","","Cluster node 1 - Clustername : AIRPF001/AIRPF002)","Hardware Machine","AHS","24","139264","","","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","Symantec Endpoint Protection (SEP)","True","False","22/11/2017 20:09:03"
"24752","AIRSBEFS0025","emea.group.atlascopco.com","AIRSBEFS0025.emea.group.atlascopco.com","","Cluster node 2 - Clustername : AIRPF001/AIRPF002)","Hardware Machine","AHS","24","131072","","","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","Symantec Endpoint Protection (SEP)","True","False","22/11/2017 20:09:04"
"25501","AIRSBEFS0026","emea.group.atlascopco.com","AIRSBEFS0026.emea.group.atlascopco.com","","File Server (AIRPF001/AIRPF002)","Clustered Vmachine","B&S","0","0","","","vFiler","Inherited Ontap","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","BENAF01-02-HW","211603000121","Atos - DC Mechelen","Patching Exception: Appliance - Controller","Backup via Netapp Snapmirror/snapshot","Netapp OCUM/DFM","McAfee","","False","24/05/2018 11:36:06"
"25502","AIRSBEFS0027","emea.group.atlascopco.com","AIRSBEFS0027.emea.group.atlascopco.com","","Backup File server (benafsach014) for AIRSBEFS0026","Clustered Vmachine","B&S","0","0","","","vFiler","9.1P7","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","BENAF01-01-HW","211603000120","Atos - DC Huizingen","Patching Exception: Appliance - Controller","Backup via Netapp Snapmirror/snapshot","Netapp OCUM/DFM","McAfee","","False","24/05/2018 11:36:07"
"23659","AIRSBEFSCH0003","emea.group.atlascopco.com","AIRSBEFSCH0003.emea.group.atlascopco.com","","File Server for Microsoft Azure RMS ","Vmachine with HW Failover","AHS","4","12288","","","Windows 2012 R2 Standard","SP0","x64","T","Atlas DCCOP EMEA","Atlas Copco","Disposed","3","","","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:13:13"
"23660","AIRSBEFTP10001","dmz.atlascopco-external.com","AIRSBEFTP10001.dmz.atlascopco-external.com","","FTP - FTP DMZ","Vmachine with HW Failover","AHS","1","4096","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atos - Wilrijk","SCCM","CommVault","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:13:13"
"23661","AIRSBEIS0002","emea.group.atlascopco.com","AIRSBEIS0002.emea.group.atlascopco.com","AIRSBEIS0002.emea.group.atlascopco.com","FTP - Intranet FTP server (AIRFTP)","Vmachine with HW Failover","AHS","2","4096","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemecmgt001.acomgt.local","","Atos - DC Mechelen","SCCM","dataprotector","SCOM","McAfee","True","True","13/10/2017 08:13:14"
"23662","AIRSBEIS0004","emea.group.atlascopco.com","AIRSBEIS0004.emea.group.atlascopco.com","AIRSBEIS0004.emea.group.atlascopco.com","SYMANTEC ANTIVIRUS - AV server","Vmachine with HW Failover","AHS","2","4096","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp510.acomgt.local","FCH21487K3C","Atos - DC Huizingen","SCCM","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:13:14"
"23663","AIRSBEIS0011","emea.group.atlascopco.com","AIRSBEIS0011.emea.group.atlascopco.com","","ALTIRIS - Altiris Server","Vmachine with HW Failover","AHS","4","6144","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","BBSA","CommVault","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:13:15"
"23664","AIRSBEIS0013","emea.group.atlascopco.com","AIRSBEIS0013.emea.group.atlascopco.com","airsbeis0013.emea.group.atlascopco.com","PRINT SERVICES - Type: Web Server for Xerox Device Management (XDM)","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","3","eacoemeccmp005.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:13:15"
"23665","AIRSBEIS0014","emea.group.atlascopco.com","AIRSBEIS0014.emea.group.atlascopco.com","airsbeis0014.emea.group.atlascopco.com","PRINT SERVICES - Type: Application Server for Xerox Equitrac Core Accounting Server (EQCAS)","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","3","eacoemeccmp001.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:13:16"
"23666","AIRSBEIS0015","emea.group.atlascopco.com","AIRSBEIS0015.emea.group.atlascopco.com","airsbeis0015.emea.group.atlascopco.com","PRINT SERVICES - Type: Application Server for Xerox Equitrac Document Routing Engine / Device Control Engine (EQDRE-DCE)","Vmachine with HW Failover","AHS","4","12288","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","3","eacoemeccmp004.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:13:16"
"23667","AIRSBEIS0016","emea.group.atlascopco.com","AIRSBEIS0016.emea.group.atlascopco.com","","PRINT SERVICES - Type: Infrastructure Server for Xerox Mobile Print (XMPS)","Vmachine with HW Failover","AHS","4","16384","","","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","3","","","Atos - DC Mechelen","SCCM","dataprotector","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:13:17"
"23668","AIRSBEIS0025","","AIRSBEIS0025","","SERVER HOSTING - DCM Wilrijk Witness Server","Vmachine with HW Failover","AHS","4","1024","","","Windows 2003 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","","","","","","","False","13/10/2017 08:13:17"
"24849","AIRSBEIS0029","","AIRSBEIS0029","","BACKUP - HP Dataprotector Cluster Node 1","Hardware Machine","Customer","8","32768","","","Windows 2008 R2 Enterprise","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","BBSA","dataprotector","SCOM","McAfee","True","False","14/12/2017 14:18:00"
"24850","AIRSBEIS0030","emea.group.atlascopco.com","AIRSBEIS0030.emea.group.atlascopco.com","","BACKUP - HP Dataprotector Cluster Node 2","Hardware Machine","Customer","8","32768","","","Windows 2008 R2 Enterprise","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","BBSA","dataprotector","SCOM","McAfee","True","False","14/12/2017 14:18:00"
"23669","AIRSBEIS0037","","AIRSBEIS0037","","NETWORK - ZENOS","Vmachine with HW Failover","AHS","4","8192","","Debian GNU/Linux 7 (64-bit)","Ubuntu 14","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","airsbevm0073.emea.group.atlascopco.com","J3137E3","Atlas Copco - Wilrijk","Patching Exception: Customer mgmt","Networker","Monitoring Exception: Customer mgmt","Antivirus Exception: linux","","False","13/10/2017 08:13:18"
"23670","AIRSBEIS0042","emea.group.atlascopco.com","AIRSBEIS0042.emea.group.atlascopco.com","airsbeis0042v310","NCS Prime 1.3 - Network monitoring (LAN","Vmachine with HW Failover","Customer","16","32768","","Red Hat Enterprise Linux 7 (64-bit)","Red Hat Enterprise Linux Server release 7","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","atobeph416.atos.vi.lan","XAN-S18-01593","Atos - DC Huizingen","Patching Exception: Linux server","Backup exception: see https://msdocbe.it-solutions.myatos.net/go/customers/atlascopcohosting/Operations/RE%20AIRSBEIS0042%20Atlas%20Copco%20-%20Atlas%20DCCOP%20EMEA%20NCS%20Prime%201.3%20-%20Network%20monitoring%20(LAN.msg","Monitoring Exception: Managed by the customer","Antivirus Exception: Linux server","","False","13/10/2017 08:13:18"
"23671","AIRSBEIS0043","emea.group.atlascopco.com","AIRSBEIS0043.emea.group.atlascopco.com","airsbeis0043TEST","SPLUNK - Splunk (syslog), used for custom netops tools","Vmachine with HW Failover","Customer","1","4096","","Ubuntu Linux (64-bit)","Ubuntu 14","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","airsbevm0073.emea.group.atlascopco.com","J3137E3","Atlas Copco - Wilrijk","Patching Exception: Linux server","Networker","Monitoring Exception: Managed by the custopmer","Antivirus Exception: Linux server","","False","13/10/2017 08:13:19"
"23672","AIRSBEIS0060","emea.group.atlascopco.com","AIRSBEIS0060.emea.group.atlascopco.com","","VMWARE - vCenter 5.5","Vmachine with HW Failover","AHS","4","8192","","","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","McAfee","True","True","13/10/2017 08:13:19"
"23673","AIRSBEIS0061","","AIRSBEIS0061","","Virtual Service Processor for AIR3PAR1","Vmachine with HW Failover","Customer","1","1024","","","Red Hat Enterprise Linux Server release 6","SP0","x86","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","Patching Exception: Linux server","Backup exception: will be decommissioned - no backup needed","SCOM","Antivirus Exception: Linux server","","False","13/10/2017 08:13:20"
"23674","AIRSBEIS0062","","AIRSBEIS0062","","Virtual Service Processor for AIR3PAR2","Vmachine with HW Failover","Customer","1","1024","","","Red Hat Enterprise Linux Server release 6","SP0","x86","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","Patching Exception: Linux server","Backup exception: not Atos managed Linux at Wilrijk","SCOM","Antivirus Exception: Linux server","","False","13/10/2017 08:13:20"
"24056","AIRSBEIS0063","","AIRSBEIS0063","","STORAGE - HP 3PAR System Reporter","Vmachine with HW Failover","AHS","4","8192","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","","","","","","","False","13/10/2017 09:01:08"
"24851","AIRSBEIS0065","emea.group.atlascopco.com","AIRSBEIS0065.emea.group.atlascopco.com","","BACKUP - HP Dataprotector Gateway","Hardware Machine","B&S","8","24576","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","SCCM","dataprotector","SCOM","Symantec Endpoint Protection (SEP)","True","False","14/12/2017 14:18:00"
"24852","AIRSBEIS0066","emea.group.atlascopco.com","AIRSBEIS0066.emea.group.atlascopco.com","","SAN - HP San migration test server","Hardware Machine","Customer","8","24576","","","Windows 2008 R2 Standard","SP0","x64","T","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","BBSA","CommVault","SCOM","Antivirus Exception: xxxx","True","False","14/12/2017 14:18:01"
"23675","AIRSBEIS0070","emea.group.atlascopco.com","AIRSBEIS0070.emea.group.atlascopco.com","AIRSBEIS0070.emea.group.atlascopco.com","CITRIX - XenApp DCM licensing server - Edgesight","Vmachine with HW Failover","AHS","2","4096","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp006.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:17:54"
"23676","AIRSBEIS0071","emea.group.atlascopco.com","AIRSBEIS0071.emea.group.atlascopco.com","AIRSBEIS0071.emea.group.atlascopco.com","CITRIX - XenApp DCM Fileserver for Redirected Folders","Vmachine with HW Failover","AHS","2","4096","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp511.acomgt.local","FCH21487JQZ","Atos - DC Huizingen","SCCM","dataprotector","SCOM","McAfee","True","True","13/10/2017 08:17:55"
"23677","AIRSBEIS0072","emea.group.atlascopco.com","AIRSBEIS0072.emea.group.atlascopco.com","AIRSBEIS0072.emea.group.atlascopco.com","CITRIX - XenApp DCM Fileserver for profiles","Vmachine with HW Failover","AHS","2","5120","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp006.acomgt.local","V62CK5216002","Atos - DC Mechelen","Citrix-Engineer","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:17:55"
"23678","AIRSBEIS0073","emea.group.atlascopco.com","AIRSBEIS0073.emea.group.atlascopco.com","AIRSBEIS0073.emea.group.atlascopco.com","CITRIX - XenApp DCM Citrix Webinterface server","Vmachine with HW Failover","AHS","2","4096","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp009.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:17:56"
"23679","AIRSBEIS0075","emea.group.atlascopco.com","AIRSBEIS0075.emea.group.atlascopco.com","","CITRIX - XenApp DCM Citrix Provisioning Server","Vmachine with HW Failover","AHS","2","16384","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:17:56"
"23680","AIRSBEIS0076","emea.group.atlascopco.com","AIRSBEIS0076.emea.group.atlascopco.com","","CITRIX - XenApp DCM Citrix Provisioning Server (Do not extend D:\, clear out old disk images instead)","Vmachine with HW Failover","AHS","2","16384","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:17:57"
"23681","AIRSBEIS0077","emea.group.atlascopco.com","AIRSBEIS0077.emea.group.atlascopco.com","AIRSBEIS0077.emea.group.atlascopco.com","CITRIX - XenApp DCM server BROKER","Vmachine with HW Failover","AHS","2","4096","Microsoft Windows Server 2008 R2 Standard ","Microsoft Windows Server 2008 R2 (64-bit)","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp502.acomgt.local","V62CK5216001","Atos - DC Huizingen","SCCM","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:17:57"
"23682","AIRSBEIS0100","emea.group.atlascopco.com","AIRSBEIS0100.emea.group.atlascopco.com","","VMWARE - vCenter 5.5","Vmachine with HW Failover","AHS","4","16384","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atos - Wilrijk","SCCM","CommVault","SCOM","McAfee","True","True","13/10/2017 08:17:58"
"23683","AIRSBEIS0101","","AIRSBEIS0101","","BRANCHE CACHE - Temporary Test Server For BranchCache","Vmachine with HW Failover","AHS","1","2048","","","Windows 2008 R2 Standard","SP0","x64","T","Atlas DCCOP EMEA","Atlas Copco","Disposed","3","","","","SCCM","CommVault","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:17:58"
"23684","AIRSBEIS0171","emea.group.atlascopco.com","AIRSBEIS0171.emea.group.atlascopco.com","","CITRIX - Citrix machine - XenApp DCM","Vmachine with HW Failover","AHS","4","16384","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","BBSA","Networker","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:17:59"
"23685","AIRSBEIS0172","emea.group.atlascopco.com","AIRSBEIS0172.emea.group.atlascopco.com","","CITRIX - Citrix machine - XenApp DCM","Vmachine with HW Failover","AHS","4","8192","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","BBSA","Networker","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:17:59"
"23686","AIRSBEIS0173","emea.group.atlascopco.com","AIRSBEIS0173.emea.group.atlascopco.com","","CITRIX - Citrix machine - XenApp DCM","Vmachine with HW Failover","AHS","4","8192","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","BBSA","Networker","SCOM","Symantec Endpoint Protection (SEP)","","False","13/10/2017 08:18:00"
"23687","AIRSBEIS0174","emea.group.atlascopco.com","AIRSBEIS0174.emea.group.atlascopco.com","","CITRIX - Citrix machine - XenApp DCM","Vmachine with HW Failover","AHS","4","16384","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","BBSA","Networker","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:18:00"
"23688","AIRSBEIS0175","emea.group.atlascopco.com","AIRSBEIS0175.emea.group.atlascopco.com","","CITRIX - Citrix machine - XenApp DCM","Vmachine with HW Failover","AHS","4","16384","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","BBSA","Networker","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:18:01"
"23689","AIRSBEIS0176","emea.group.atlascopco.com","AIRSBEIS0176.emea.group.atlascopco.com","","CITRIX - Citrix machine - XenApp DCM","Vmachine with HW Failover","AHS","4","8192","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","BBSA","Networker","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:18:02"
"23690","AIRSBEIS0177","emea.group.atlascopco.com","AIRSBEIS0177.emea.group.atlascopco.com","","CITRIX - Citrix machine - XenApp DCM","Vmachine with HW Failover","AHS","4","8192","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","BBSA","Networker","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:18:02"
"23691","AIRSBEIS0178","emea.group.atlascopco.com","AIRSBEIS0178.emea.group.atlascopco.com","","CITRIX - Citrix machine - XenApp DCM","Vmachine with HW Failover","AHS","4","8192","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","BBSA","Networker","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:18:03"
"23692","AIRSBEIS0179","emea.group.atlascopco.com","AIRSBEIS0179.emea.group.atlascopco.com","","CITRIX - Citrix machine - XenApp DCM","Vmachine with HW Failover","AHS","4","12288","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","BBSA","Networker","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:18:03"
"23693","AIRSBEIS0180","emea.group.atlascopco.com","AIRSBEIS0180.emea.group.atlascopco.com","","CITRIX - Citrix machine - XenApp DCM","Vmachine with HW Failover","AHS","4","8192","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","BBSA","Networker","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:18:04"
"23694","AIRSBEIS0205","emea.group.atlascopco.com","AIRSBEIS0205.emea.group.atlascopco.com","","Citrix machine - XenApp DCM","Vmachine with HW Failover","AHS","4","16384","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atlas Copco - Wilrijk","BBSA","Networker","SCOM","Symantec Endpoint Protection (SEP)","True","False","13/10/2017 08:18:04"
